# Bisque TCS PEC table read from the mount 12 Sep 2026 (Apply PEC was OFF)
# 1250 entries = 125 x PEC ratio 10; values are encoder ticks, 1 tick = 0.1125 arcsec
# Graph read: Min -0.9 arcsec, Max +1.0 arcsec. Peak-to-peak 17 ticks = 1.91 arcsec, RMS 0.56 arcsec
   0	1
   1	1
   2	1
   3	1
   4	1
   5	1
   6	1
   7	1
   8	1
   9	1
  10	1
  11	1
  12	1
  13	1
  14	1
  15	1
  16	1
  17	1
  18	1
  19	1
  20	1
  21	1
  22	1
  23	1
  24	1
  25	1
  26	1
  27	2
  28	2
  29	2
  30	2
  31	2
  32	2
  33	2
  34	2
  35	2
  36	2
  37	2
  38	2
  39	2
  40	2
  41	2
  42	2
  43	2
  44	2
  45	2
  46	2
  47	2
  48	2
  49	2
  50	2
  51	2
  52	2
  53	2
  54	2
  55	2
  56	2
  57	2
  58	2
  59	2
  60	2
  61	2
  62	2
  63	2
  64	2
  65	2
  66	2
  67	2
  68	2
  69	2
  70	2
  71	2
  72	3
  73	3
  74	3
  75	3
  76	3
  77	3
  78	3
  79	3
  80	3
  81	3
  82	3
  83	3
  84	3
  85	3
  86	3
  87	3
  88	3
  89	3
  90	3
  91	3
  92	3
  93	3
  94	3
  95	3
  96	3
  97	3
  98	3
  99	3
 100	3
 101	3
 102	3
 103	3
 104	3
 105	3
 106	3
 107	3
 108	3
 109	3
 110	3
 111	3
 112	3
 113	4
 114	4
 115	4
 116	4
 117	4
 118	4
 119	4
 120	4
 121	4
 122	4
 123	4
 124	4
 125	4
 126	4
 127	4
 128	4
 129	4
 130	4
 131	4
 132	4
 133	4
 134	4
 135	4
 136	4
 137	4
 138	4
 139	4
 140	4
 141	4
 142	4
 143	4
 144	4
 145	4
 146	4
 147	4
 148	5
 149	5
 150	5
 151	5
 152	5
 153	5
 154	5
 155	5
 156	5
 157	5
 158	5
 159	5
 160	5
 161	5
 162	5
 163	5
 164	5
 165	5
 166	5
 167	5
 168	5
 169	5
 170	5
 171	5
 172	5
 173	5
 174	5
 175	5
 176	5
 177	6
 178	6
 179	6
 180	6
 181	6
 182	6
 183	6
 184	6
 185	6
 186	6
 187	6
 188	6
 189	6
 190	6
 191	6
 192	6
 193	6
 194	6
 195	6
 196	6
 197	6
 198	6
 199	6
 200	6
 201	6
 202	6
 203	6
 204	7
 205	7
 206	7
 207	7
 208	7
 209	7
 210	7
 211	7
 212	7
 213	7
 214	7
 215	7
 216	7
 217	7
 218	7
 219	7
 220	7
 221	7
 222	7
 223	7
 224	7
 225	7
 226	7
 227	7
 228	7
 229	7
 230	8
 231	8
 232	8
 233	8
 234	8
 235	8
 236	8
 237	8
 238	8
 239	8
 240	8
 241	8
 242	8
 243	8
 244	8
 245	8
 246	8
 247	8
 248	8
 249	8
 250	8
 251	8
 252	8
 253	8
 254	8
 255	8
 256	8
 257	8
 258	8
 259	8
 260	8
 261	9
 262	9
 263	9
 264	9
 265	9
 266	9
 267	9
 268	9
 269	9
 270	9
 271	9
 272	9
 273	9
 274	9
 275	9
 276	9
 277	9
 278	9
 279	9
 280	9
 281	9
 282	9
 283	9
 284	9
 285	9
 286	9
 287	9
 288	9
 289	9
 290	9
 291	9
 292	9
 293	9
 294	9
 295	9
 296	9
 297	9
 298	9
 299	9
 300	9
 301	9
 302	9
 303	9
 304	9
 305	9
 306	9
 307	9
 308	9
 309	9
 310	9
 311	9
 312	9
 313	9
 314	9
 315	9
 316	9
 317	9
 318	9
 319	9
 320	9
 321	9
 322	9
 323	9
 324	9
 325	9
 326	9
 327	9
 328	9
 329	9
 330	9
 331	9
 332	9
 333	9
 334	9
 335	9
 336	9
 337	9
 338	9
 339	9
 340	9
 341	9
 342	9
 343	9
 344	9
 345	9
 346	9
 347	9
 348	9
 349	9
 350	9
 351	9
 352	9
 353	9
 354	9
 355	9
 356	9
 357	9
 358	9
 359	9
 360	9
 361	9
 362	9
 363	9
 364	9
 365	9
 366	9
 367	9
 368	8
 369	8
 370	8
 371	8
 372	8
 373	8
 374	8
 375	8
 376	8
 377	8
 378	8
 379	8
 380	8
 381	8
 382	8
 383	8
 384	8
 385	8
 386	8
 387	8
 388	8
 389	8
 390	7
 391	7
 392	7
 393	7
 394	7
 395	7
 396	7
 397	7
 398	7
 399	7
 400	7
 401	7
 402	7
 403	7
 404	7
 405	7
 406	7
 407	6
 408	6
 409	6
 410	6
 411	6
 412	6
 413	6
 414	6
 415	6
 416	6
 417	6
 418	6
 419	6
 420	6
 421	6
 422	5
 423	5
 424	5
 425	5
 426	5
 427	5
 428	5
 429	5
 430	5
 431	5
 432	5
 433	5
 434	5
 435	4
 436	4
 437	4
 438	4
 439	4
 440	4
 441	4
 442	4
 443	4
 444	4
 445	4
 446	4
 447	3
 448	3
 449	3
 450	3
 451	3
 452	3
 453	3
 454	3
 455	3
 456	3
 457	3
 458	2
 459	2
 460	2
 461	2
 462	2
 463	2
 464	2
 465	2
 466	2
 467	2
 468	2
 469	1
 470	1
 471	1
 472	1
 473	1
 474	1
 475	1
 476	1
 477	1
 478	1
 479	1
 480	0
 481	0
 482	0
 483	0
 484	0
 485	0
 486	0
 487	0
 488	0
 489	0
 490	0
 491	0
 492	0
 493	0
 494	0
 495	0
 496	0
 497	0
 498	0
 499	0
 500	0
 501	0
 502	-1
 503	-1
 504	-1
 505	-1
 506	-1
 507	-1
 508	-1
 509	-1
 510	-1
 511	-1
 512	-1
 513	-1
 514	-2
 515	-2
 516	-2
 517	-2
 518	-2
 519	-2
 520	-2
 521	-2
 522	-2
 523	-2
 524	-2
 525	-2
 526	-3
 527	-3
 528	-3
 529	-3
 530	-3
 531	-3
 532	-3
 533	-3
 534	-3
 535	-3
 536	-3
 537	-3
 538	-4
 539	-4
 540	-4
 541	-4
 542	-4
 543	-4
 544	-4
 545	-4
 546	-4
 547	-4
 548	-4
 549	-4
 550	-4
 551	-4
 552	-5
 553	-5
 554	-5
 555	-5
 556	-5
 557	-5
 558	-5
 559	-5
 560	-5
 561	-5
 562	-5
 563	-5
 564	-5
 565	-5
 566	-5
 567	-5
 568	-6
 569	-6
 570	-6
 571	-6
 572	-6
 573	-6
 574	-6
 575	-6
 576	-6
 577	-6
 578	-6
 579	-6
 580	-6
 581	-6
 582	-6
 583	-6
 584	-6
 585	-6
 586	-6
 587	-6
 588	-6
 589	-7
 590	-7
 591	-7
 592	-7
 593	-7
 594	-7
 595	-7
 596	-7
 597	-7
 598	-7
 599	-7
